_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold,Nationality,gender
670454430,False,finalized,3,2/10/15 2:09,Wellington_New_Zealand,1.0,31-Oct-1961,1.0,White,1.0,Na,1.0,Straight,1.0,2004,1.0,Best_Director,http://www.nndb.com/people/848/000025773/,Wellington_New_Zealand,31-Oct-1961,The_Lord_of_the_Rings_Return_of_the_King,Peter_Jackson,White,Na,Straight,2004,New Zealand,Male
670454431,False,finalized,3,2/10/15 2:00,San_Francisco_Ca,1.0,31-May-1930,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best_Director,http://www.nndb.com/people/849/000022783/,San_Francisco_Ca,31-May-1930,Million_Dollar_Baby,Clint_Eastwood,White,Na,Straight,2005,United States,Male
670454432,False,finalized,3,2/10/15 2:09,Pingtung_Taiwan,1.0,23-Oct-1954,1.0,Asian,1.0,Na,1.0,Straight,1.0,2006,1.0,Best_Director,http://www.nndb.com/people/394/000025319/,Pingtung_Taiwan,23-Oct-1954,Brokeback_Mountain,Ang_Lee,Asian,Na,Straight,2006,Taiwan,Male
670454433,False,finalized,3,2/10/15 1:43,Flushing_Ny,1.0,17-Nov-1942,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,2007,1.0,Best_Director,http://www.nndb.com/people/678/000022612/,Flushing_Ny,17-Nov-1942,The_Departed,Martin_Scorsese,White,Roman_Catholic,Straight,2007,United States,Male
670454434,False,finalized,3,2/10/15 2:05,St_Louis_Park_Mn,1.0,21-Sep-1957,1.0,White,1.0,Jewish,1.0,Straight,1.0,2008,1.0,Best_Director,http://www.nndb.com/people/400/000025325/,St_Louis_Park_Mn,21-Sep-1957,No_Country_for_Old_Men,Ethan_Coen,White,Jewish,Straight,2008,United States,Male
670454435,True,golden,81,,Manchester_England,1.0,1956-10-20 00:00:00,1.0,White,1.0,Roman_Catholic,0.9624,Straight,1.0,2009,0.9643,Best_Director,http://www.nndb.com/people/887/000044755/,Manchester_England,1956-10-20 00:00:00,Slumdog_Millionaire,Danny_Boyle,White,Roman_Catholic,Straight,2009,England,Male
670454436,False,finalized,3,2/10/15 1:46,San_Carlos_Ca,1.0,27-Nov-1951,1.0,White,1.0,Na,1.0,Straight,1.0,2009,1.0,Best_Director,http://www.nndb.com/people/837/000079600/,San_Carlos_Ca,27-Nov-1951,The_Hurt_Locker,Kathryn_Bigelow,White,Na,Straight,2009,United States,Female
670454437,False,finalized,3,2/10/15 1:56,London_England,1.0,1972,1.0,White,1.0,Na,1.0,Na,1.0,2011,1.0,Best_Director,http://www.nndb.com/people/093/000268286/,London_England,1972,The_Kings_Speech,Tom_Hooper,White,Na,Na,2011,England,Male
670454438,False,finalized,3,2/10/15 3:57,Paris_France,1.0,29-Mar-1967,1.0,White,1.0,Jewish,1.0,Straight,1.0,2012,1.0,Best_Director,http://www.nndb.com/people/302/000281456/,Paris_France,29-Mar-1967,The_Artist,Michel_Hazanavicius,White,Jewish,Straight,2012,France,Male
670454439,False,finalized,3,2/10/15 2:04,Pingtung_Taiwan,1.0,23-Oct-1954,1.0,Asian,1.0,Na,1.0,Straight,1.0,2013,1.0,Best_Director,http://www.nndb.com/people/394/000025319/,Pingtung_Taiwan,23-Oct-1954,Life_of_Pi,Ang_Lee,Asian,Na,Straight,2013,Taiwan,Male
670454440,False,finalized,3,2/10/15 2:04,Rorschach_Switzerland,1.0,1884-07-23 00:00:00,1.0,White,1.0,Na,1.0,Bisexual,1.0,1929,1.0,Best_Actor,http://www.nndb.com/people/738/000063549/,Rorschach_Switzerland,1884-07-23 00:00:00,The_Last_Command,Emil_Jannings,White,Na,Bisexual,1929,Switzerland,Male
670454441,False,finalized,3,2/10/15 1:58,Columbus_Oh,1.0,1889-03-29 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1930,1.0,Best_Actor,http://www.nndb.com/people/739/000063550/,Columbus_Oh,1889-03-29 00:00:00,In_Old_Arizona,Warner_Baxter,White,Na,Straight,1930,United States,Male
670454442,False,finalized,3,2/10/15 2:41,London_England,1.0,1868-04-10 00:00:00,1.0,White,1.0,Na,0.6897,Straight,1.0,1930,1.0,Best_Actor,http://www.nndb.com/people/740/000063551/,London_England,1868-04-10 00:00:00,Desraeli,George_Arliss,White,Na,Straight,1930,England,Male
670454443,False,finalized,3,2/10/15 2:04,Philadelphia_Pa,1.0,1878-04-28 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1931,1.0,Best_Actor,http://www.nndb.com/people/741/000043612/,Philadelphia_Pa,1878-04-28 00:00:00,A_Free_Soul,Lionel_Barrymore,White,Roman_Catholic,Straight,1931,United States,Male
670454444,False,finalized,3,2/10/15 1:59,Kansas_City_Mo,1.0,1885-04-01 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1932,1.0,Best_Actor,http://www.nndb.com/people/976/000043847/,Kansas_City_Mo,1885-04-01 00:00:00,The_Champ,Wallace_Beery,White,Na,Straight,1932,United States,Male
670454445,False,finalized,3,2/10/15 2:19,Victoria_Hotel_Scarborough_Yorkshire_England,1.0,1899-07-01 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Gay,1.0,1934,1.0,Best_Actor,http://www.nndb.com/people/884/000042758/,Victoria_Hotel_Scarborough_Yorkshire_England,1899-07-01 00:00:00,The_Private_Life_of_Henry_VIII,Charles_Laughton,White,Roman_Catholic,Gay,1934,United States,Male
670454446,False,finalized,3,2/10/15 2:08,Cadiz_Oh,1.0,1901-02-01 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1935,1.0,Best_Actor,http://www.nndb.com/people/156/000027075/,Cadiz_Oh,1901-02-01 00:00:00,It_Happened_One_Night,Clark_Gable,White,Na,Straight,1935,United States,Male
670454447,False,finalized,3,2/10/15 2:05,Tunbridge_Wells_Kent_England,1.0,1883-12-11 00:00:00,1.0,White,1.0,Anglicanepiscopalian,1.0,Straight,1.0,1936,1.0,Best_Actor,http://www.nndb.com/people/452/000047311/,Tunbridge_Wells_Kent_England,1883-12-11 00:00:00,The_Informer,Victor_McLaglen,White,Anglicanepiscopalian,Straight,1936,United States,Male
670454448,False,finalized,3,2/10/15 2:06,Lviv_Ukraine,1.0,1895-09-22 00:00:00,1.0,White,1.0,Jewish,1.0,Straight,1.0,1937,1.0,Best_Actor,http://www.nndb.com/people/741/000063552/,Lviv_Ukraine,1895-09-22 00:00:00,The_Story_of_Louis_Pasteur,Paul_Muni,White,Jewish,Straight,1937,United States,Male
670454449,False,finalized,3,2/10/15 4:07,Milwaukee_Wi,1.0,1900-04-05 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1938,1.0,Best_Actor,http://www.nndb.com/people/979/000024907/,Milwaukee_Wi,1900-04-05 00:00:00,Captains_Courageous,Spencer_Tracy,White,Roman_Catholic,Straight,1938,United States,Male
670454450,False,finalized,3,2/10/15 2:06,Milwaukee_Wi,1.0,1900-04-05 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1939,1.0,Best_Actor,http://www.nndb.com/people/979/000024907/,Milwaukee_Wi,1900-04-05 00:00:00,Boys_Town,Spencer_Tracy,White,Roman_Catholic,Straight,1939,United States,Male
670454451,False,finalized,3,2/10/15 2:00,Withington_Manchester_England,1.0,18-Mar-1905,1.0,White,1.0,Na,1.0,Straight,1.0,1940,1.0,Best_Actor,http://www.nndb.com/people/742/000063553/,Withington_Manchester_England,18-Mar-1905,Goodbye_Mr_Chips,Robert_Donat,White,Na,Straight,1940,England,Male
670454452,False,finalized,3,2/10/15 2:12,Indiana_Pa,1.0,20-May-1908,1.0,White,1.0,Presbyterian,1.0,Straight,1.0,1941,1.0,Best_Actor,http://www.nndb.com/people/659/000026581/,Indiana_Pa,20-May-1908,The_Philadelphia_Story,Jimmy_Stewart,White,Presbyterian,Straight,1941,United States,Male
670454453,False,finalized,3,2/10/15 3:48,Helena_Mt,1.0,1901-05-07 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1942,1.0,Best_Actor,http://www.nndb.com/people/740/000031647/,Helena_Mt,1901-05-07 00:00:00,Sergeant_York,Gary_Cooper,White,Roman_Catholic,Straight,1942,United States,Male
670454454,False,finalized,3,2/10/15 1:51,Manhattan_Ny,1.0,1899-07-17 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1943,1.0,Best_Actor,http://www.nndb.com/people/798/000024726/,Manhattan_Ny,1899-07-17 00:00:00,Yankee_Doodle_Dandy,James_Cagney,White,Roman_Catholic,Straight,1943,United States,Male
670454455,False,finalized,3,2/10/15 2:05,Budapest_Hungary,1.0,1887-05-26 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1944,1.0,Best_Actor,http://www.nndb.com/people/713/000042587/,Budapest_Hungary,1887-05-26 00:00:00,Watch_on_the_Rhine,Paul_Lukas,White,Na,Straight,1944,Hungary,Male
670454456,False,finalized,3,2/10/15 2:03,Tacoma_Wa,1.0,1903-05-03 00:00:00,1.0,White,1.0,Roman_Catholic,0.6667,Straight,1.0,1945,1.0,Best_Actor,http://www.nndb.com/people/651/000026573/,Tacoma_Wa,1903-05-03 00:00:00,Going_My_Way,Bing_Crosby,White,Roman_Catholic,Straight,1945,United States,Male
670454457,False,finalized,3,2/10/15 2:41,Neath_Wales,1.0,3-Jan-1907,1.0,White,1.0,Na,0.6897,Straight,1.0,1946,0.6897,Best_Actor,http://www.nndb.com/people/814/000042688/,Neath_Wales,3-Jan-1907,The_Lost_Weekend,Ray_Milland,White,Na,Straight,1946,Wales,Male
670454458,False,finalized,3,2/10/15 1:59,Racine_Wi,1.0,1897-08-31 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1947,1.0,Best_Actor,http://www.nndb.com/people/255/000043126/,Racine_Wi,1897-08-31 00:00:00,The_Best_Years_of_Our_Lives,Fredric_March,White,Na,Straight,1947,United States,Male
670454459,False,finalized,3,2/10/15 2:02,Richmond_Surrey_England,1.0,1891-02-09 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1948,1.0,Best_Actor,http://www.nndb.com/people/619/000042493/,Richmond_Surrey_England,1891-02-09 00:00:00,A_Double_Life,Ronald_Colman,White,Na,Straight,1948,England,Male
670454460,False,finalized,3,2/10/15 2:03,Dorking_Surrey_England,1.0,22-May-1907,1.0,White,1.0,Na,1.0,Bisexual,1.0,1949,1.0,Best_Actor,http://www.nndb.com/people/607/000022541/,Dorking_Surrey_England,22-May-1907,Hamlet,Laurence_Olivier,White,Na,Bisexual,1949,England,Male
670454461,False,finalized,3,2/10/15 4:06,Philadelphia_Pa,1.0,9-Dec-1911,1.0,White,1.0,Na,1.0,Straight,1.0,1950,1.0,Best_Actor,http://www.nndb.com/people/744/000063555/,Philadelphia_Pa,9-Dec-1911,All_The_Kings_Men,Broderick_Crawford,White,Na,Straight,1950,United States,Male
670454462,False,finalized,3,2/10/15 1:53,Santurce_Puerto_Rico,1.0,8-Jan-1909,1.0,Hispanic,1.0,Na,1.0,Straight,1.0,1951,1.0,Best_Actor,http://www.nndb.com/people/311/000026233/,Santurce_Puerto_Rico,8-Jan-1909,Cyrano_de_Bergerac,Jose_Ferrer,Hispanic,Na,Straight,1951,United States,Male
670454463,False,finalized,3,2/10/15 2:05,New_York_City,1.0,1899-12-25 00:00:00,1.0,White,1.0,Na,1.0,Straight,1.0,1952,1.0,Best_Actor,http://www.nndb.com/people/837/000024765/,New_York_City,1899-12-25 00:00:00,The_Africa_Queen,Humphrey_Bogart,White,Na,Straight,1952,United States,Male
670454464,True,golden,95,,Helena_Mt,1.0,1901-05-07 00:00:00,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1953,0.9642,Best_Actor,http://www.nndb.com/people/740/000031647/,Helena_Mt,1901-05-07 00:00:00,High_Noon,Gary_Cooper,White,Roman_Catholic,Straight,1953,United States,Male
670454465,False,finalized,3,2/10/15 1:46,Ofallon_Il,1.0,17-Apr-1918,1.0,White,1.0,Na,1.0,Straight,1.0,1954,1.0,Best_Actor,http://www.nndb.com/people/210/000022144/,Ofallon_Il,17-Apr-1918,Stalag_17,William_Holden,White,Na,Straight,1954,United States,Male
670454466,False,finalized,3,2/10/15 1:53,Omaha_Ne,1.0,3-Apr-1924,1.0,White,1.0,Deist,1.0,Bisexual,1.0,1955,1.0,Best_Actor,http://www.nndb.com/people/721/000022655/,Omaha_Ne,3-Apr-1924,On_the_Waterfront,Marlon_Brando,White,Deist,Bisexual,1955,United States,Male
670454467,False,finalized,3,2/10/15 2:02,Hamden_Ct,1.0,24-Jan-1917,1.0,White,1.0,Na,1.0,Straight,1.0,1956,1.0,Best_Actor,http://www.nndb.com/people/730/000022664/,Hamden_Ct,24-Jan-1917,Marty,Ernest_Borgnine,White,Na,Straight,1956,United States,Male
670454468,False,finalized,3,2/10/15 2:02,Vladivostok_Russia,1.0,11-Jul-1920,1.0,White,1.0,Na,1.0,Straight,1.0,1957,1.0,Best_Actor,http://www.nndb.com/people/459/000026381/,Vladivostok_Russia,11-Jul-1920,The_King_and_I,Yul_Brynner,White,Na,Straight,1957,United States,Male
670454469,False,finalized,3,2/10/15 2:03,London_England,1.0,2-Apr-1914,1.0,White,1.0,Roman_Catholic,1.0,Bisexual,1.0,1958,1.0,Best_Actor,http://www.nndb.com/people/751/000023682/,London_England,2-Apr-1914,The_Bridge_on_the_River_Kwai,Alec_Guinness,White,Roman_Catholic,Bisexual,1958,England,Male
670454470,False,finalized,3,2/10/15 2:03,London_England,1.0,1-Mar-1909,1.0,White,1.0,Na,1.0,Straight,1.0,1959,1.0,Best_Actor,http://www.nndb.com/people/690/000031597/,London_England,1-Mar-1909,Separate_Tables,David_Niven,White,Na,Straight,1959,England,Male
670454471,False,finalized,3,2/10/15 3:50,Evanston_Il,1.0,4-Oct-1923 [1],1.0,White,1.0,Protestant,1.0,Straight,1.0,1960,1.0,Best_Actor,http://www.nndb.com/people/961/000022895/,Evanston_Il,4-Oct-1923 [1],Benhur,Charlton_Heston,White,Protestant,Straight,1960,United States,Male
670454472,False,finalized,3,2/10/15 2:01,New_York_City,1.0,2-Nov-1913,1.0,White,1.0,Protestant,1.0,Straight,1.0,1961,1.0,Best_Actor,http://www.nndb.com/people/938/000031845/,New_York_City,2-Nov-1913,Elmer_Gantry,Burt_Lancaster,White,Protestant,Straight,1961,United States,Male
670454473,False,finalized,3,2/10/15 2:11,Vienna_Austria,1.0,8-Dec-1930,1.0,White,1.0,Na,1.0,Straight,1.0,1962,1.0,Best_Actor,http://www.nndb.com/people/351/000023282/,Vienna_Austria,8-Dec-1930,Judgement_at_Nuremberg,Maximilian_Schell,White,Na,Straight,1962,Switzerland,Male
670454474,False,finalized,3,2/10/15 2:18,La_Jolla_Ca,1.0,5-Apr-1916,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1963,1.0,Best_Actor,http://www.nndb.com/people/774/000023705/,La_Jolla_Ca,5-Apr-1916,To_Kill_a_Mockingbird,Gregory_Peck,White,Roman_Catholic,Straight,1963,United States,Male
670454475,False,finalized,3,2/10/15 2:03,Miami_Fl,1.0,20-Feb-1927,1.0,Black,1.0,Deist,1.0,Straight,1.0,1964,1.0,Best_Actor,http://www.nndb.com/people/200/000023131/,Miami_Fl,20-Feb-1927,Lilies_of_the_Field,Sidney_Poitier,Black,Deist,Straight,1964,United States,Male
670454476,False,finalized,3,2/10/15 1:55,Huyton_Lancashire_England,1.0,5-Mar-1908,1.0,White,1.0,Na,1.0,Straight,1.0,1965,1.0,Best_Actor,http://www.nndb.com/people/132/000043003/,Huyton_Lancashire_England,5-Mar-1908,My_Fair_Lady,Rex_Harrison,White,Na,Straight,1965,England,Male
670454477,False,finalized,3,2/10/15 3:48,New_York_City,1.0,19-Feb-1924,1.0,White,1.0,Na,1.0,Straight,1.0,1966,1.0,Best_Actor,http://www.nndb.com/people/314/000026236/,New_York_City,19-Feb-1924,Cat_Ballou,Lee_Marvin,White,Na,Straight,1966,United States,Male
670454478,False,finalized,3,2/10/15 1:53,Hurstpierpoint_West_Sussex_England,1.0,21-Jan-1922,1.0,White,1.0,Na,1.0,Straight,1.0,1967,1.0,Best_Actor,http://www.nndb.com/people/950/000033851/,Hurstpierpoint_West_Sussex_England,21-Jan-1922,A_Man_For_All_Seasons,Paul_Scofield,White,Na,Straight,1967,England,Male
670454479,False,finalized,3,2/10/15 1:51,Westhampton_Ny,1.0,14-Apr-1925,1.0,White,1.0,Lutheran,1.0,Straight,1.0,1968,1.0,Best_Actor,http://www.nndb.com/people/762/000026684/,Westhampton_Ny,14-Apr-1925,In_the_Heat_of_the_Night,Rod_Steiger,White,Lutheran,Straight,1968,United States,Male
670454480,False,finalized,3,2/10/15 2:14,La_Jolla_Ca,1.0,9-Sep-1923,1.0,White,1.0,Na,1.0,Straight,1.0,1969,1.0,Best_Actor,http://www.nndb.com/people/134/000023065/,La_Jolla_Ca,9-Sep-1923,Charly,Cliff_Robertson,White,Na,Straight,1969,United States,Male
670454481,False,finalized,3,2/10/15 1:55,Winterset_Ia,1.0,26-May-1907,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1970,1.0,Best_Actor,http://www.nndb.com/people/605/000023536/,Winterset_Ia,26-May-1907,True_Grit,John_Wayne,White,Roman_Catholic,Straight,1970,United States,Male
670454482,False,finalized,3,2/10/15 1:57,Wise_Va,1.0,18-Oct-1927,1.0,White,1.0,Na,1.0,Straight,1.0,1971,1.0,Best_Actor,http://www.nndb.com/people/025/000022956/,Wise_Va,18-Oct-1927,Patton,George_C_Scott,White,Na,Straight,1971,United States,Male
670454483,False,finalized,3,2/10/15 2:01,San_Bernardino_Ca,1.0,30-Jan-1930,1.0,White,1.0,Na,1.0,Straight,1.0,1972,1.0,Best_Actor,http://www.nndb.com/people/878/000022812/,San_Bernardino_Ca,30-Jan-1930,The_French_Connection,Gene_Hackman,White,Na,Straight,1972,United States,Male
670454484,False,finalized,3,2/10/15 2:18,Omaha_Ne,1.0,3-Apr-1924,1.0,White,1.0,Deist,1.0,Bisexual,0.6667,1973,1.0,Best_Actor,http://www.nndb.com/people/721/000022655/,Omaha_Ne,3-Apr-1924,The_Godfather,Marlon_Brando,White,Deist,Bisexual,1973,United States,Male
670454485,False,finalized,3,2/10/15 2:05,Newton_Ma,1.0,8-Feb-1925,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1974,1.0,Best_Actor,http://www.nndb.com/people/714/000026636/,Newton_Ma,8-Feb-1925,Save_the_Tiger,Jack_Lemmon,White,Roman_Catholic,Straight,1974,United States,Male
670454486,False,finalized,3,2/10/15 3:48,Mount_Vernon_Ny,1.0,4-Nov-1918,1.0,White,1.0,Na,1.0,Straight,1.0,1975,1.0,Best_Actor,http://www.nndb.com/people/182/000025107/,Mount_Vernon_Ny,4-Nov-1918,Harry_and_Tonto,Art_Carney,White,Na,Straight,1975,United States,Male
670454487,False,finalized,3,2/10/15 1:51,New_York_City,1.0,22-Apr-1937,1.0,White,1.0,Atheist,1.0,Straight,1.0,1976,1.0,Best_Actor,http://www.nndb.com/people/722/000022656/,New_York_City,22-Apr-1937,One_Flew_Over_the_Cuckoos_Nest,Jack_Nicholson,White,Atheist,Straight,1976,United States,Male
670454488,False,finalized,3,2/10/15 3:45,South_Kensington_London_England,1.0,28-Sep-1916,1.0,White,1.0,Na,1.0,Straight,1.0,1977,1.0,Best_Actor,http://www.nndb.com/people/745/000063556/,South_Kensington_London_England,28-Sep-1916,Network,Peter_Finch,White,Na,Straight,1977,Australia,Male
670454489,False,finalized,3,2/10/15 1:56,Brooklyn_Ny,1.0,29-Oct-1947,1.0,White,1.0,Jewish,1.0,Straight,1.0,1978,1.0,Best_Actor,http://www.nndb.com/people/814/000022748/,Brooklyn_Ny,29-Oct-1947,The_Goodbye_Girl,Richard_Dreyfuss,White,Jewish,Straight,1978,United States,Male
670454490,False,finalized,3,2/10/15 1:51,Yonkers_Ny,1.0,29-Dec-1938,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1979,1.0,Best_Actor,http://www.nndb.com/people/060/000023988/,Yonkers_Ny,29-Dec-1938,Coming_Home,Jon_Voight,White,Roman_Catholic,Straight,1979,United States,Male
670454491,False,finalized,3,2/10/15 4:14,Los_Angeles_Ca,1.0,8-Aug-1937,1.0,White,1.0,Jewish,1.0,Straight,1.0,1980,1.0,Best_Actor,http://www.nndb.com/people/882/000022816/,Los_Angeles_Ca,8-Aug-1937,Kramer_vs_Kramer,Dustin_Hoffman,White,Jewish,Straight,1980,United States,Male
670454492,False,finalized,3,2/10/15 2:29,New_York_City,1.0,17-Aug-1943,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1981,1.0,Best_Actor,http://www.nndb.com/people/765/000023696/,New_York_City,17-Aug-1943,Raging_Bull,Robert_De_Niro,White,Roman_Catholic,Straight,1981,United States,Male
670454493,False,finalized,3,2/10/15 4:02,Grand_Island_Ne,1.0,16-May-1905,1.0,White,1.0,Na,1.0,Straight,1.0,1982,1.0,Best_Actor,http://www.nndb.com/people/496/000026418/,Grand_Island_Ne,16-May-1905,On_Golden_Pond,Henry_Fonda,White,Na,Straight,1982,United States,Male
670454494,False,finalized,3,2/10/15 2:01,Scarborough_Yorkshire_England,1.0,31-Dec-1943,1.0,Multiracial,1.0,Quaker,1.0,Straight,1.0,1983,1.0,Best_Actor,http://www.nndb.com/people/519/000024447/,Scarborough_Yorkshire_England,31-Dec-1943,Gandhi,Ben_Kingsley,Multiracial,Quaker,Straight,1983,England,Male
670454495,False,finalized,3,2/10/15 1:52,San_Diego_Ca,1.0,5-Jan-1931,1.0,White,1.0,Na,1.0,Straight,1.0,1984,1.0,Best_Actor,http://www.nndb.com/people/008/000022939/,San_Diego_Ca,5-Jan-1931,Tender_Mercies,Robert_Duvall,White,Na,Straight,1984,United States,Male
670454496,False,finalized,3,2/10/15 2:03,Pittsburgh_Pa,1.0,24-Oct-1939,1.0,Middle_Eastern,1.0,Na,1.0,Straight,1.0,1985,1.0,Best_Actor,http://www.nndb.com/people/123/000024051/,Pittsburgh_Pa,24-Oct-1939,Amadeus,F_Murray_Abraham,Middle_Eastern,Na,Straight,1985,United States,Male
670454497,False,finalized,3,2/10/15 2:00,Washington_Dc,1.0,20-Mar-1950,1.0,White,1.0,Lutheran,1.0,Straight,1.0,1986,1.0,Best_Actor,http://www.nndb.com/people/683/000023614/,Washington_Dc,20-Mar-1950,Kiss_of_the_Spider_Woman,William_Hurt,White,Lutheran,Straight,1986,United States,Male
670454498,False,finalized,3,2/10/15 2:10,Shaker_Heights_Oh,1.0,26-Jan-1925,1.0,White,1.0,Jewish,1.0,Straight,1.0,1987,1.0,Best_Actor,http://www.nndb.com/people/804/000022738/,Shaker_Heights_Oh,26-Jan-1925,The_Color_of_Money,Paul_Newman,White,Jewish,Straight,1987,United States,Male
670454499,False,finalized,3,2/10/15 1:51,New_Brunswick_Nj,1.0,25-Sep-1944,1.0,White,1.0,Jewish,1.0,Straight,1.0,1988,1.0,Best_Actor,http://www.nndb.com/people/614/000024542/,New_Brunswick_Nj,25-Sep-1944,Wall_Street,Michael_Douglas,White,Jewish,Straight,1988,United States,Male
670454500,False,finalized,3,2/10/15 1:58,Los_Angeles_Ca,1.0,8-Aug-1937,1.0,White,1.0,Jewish,1.0,Straight,1.0,1989,1.0,Best_Actor,http://www.nndb.com/people/882/000022816/,Los_Angeles_Ca,8-Aug-1937,Rainman,Dustin_Hoffman,White,Jewish,Straight,1989,United States,Male
670454501,False,finalized,3,2/10/15 4:06,London_England,1.0,29-Apr-1957,1.0,White,1.0,Na,1.0,Straight,1.0,1990,1.0,Best_Actor,http://www.nndb.com/people/788/000022722/,London_England,29-Apr-1957,My_Left_Foot,Daniel_DayLewis,White,Na,Straight,1990,Ireland,Male
670454502,False,finalized,3,2/10/15 1:59,Cowes_Isle_of_Wight_England,1.0,19-Sep-1948,1.0,White,1.0,Na,1.0,Straight,1.0,1991,1.0,Best_Actor,http://www.nndb.com/people/594/000023525/,Cowes_Isle_of_Wight_England,19-Sep-1948,Reversal_of_Fortune,Jeremy_Irons,White,Na,Straight,1991,England,Male
670454503,False,finalized,3,2/10/15 3:51,Port_Talbot_Wales,1.0,31-Dec-1937,1.0,White,1.0,Na,1.0,Straight,1.0,1992,1.0,Best_Actor,http://www.nndb.com/people/005/000023933/,Port_Talbot_Wales,31-Dec-1937,Silence_of_the_Lambs,Anthony_Hopkins,White,Na,Straight,1992,United States,Male
670454504,False,finalized,3,2/10/15 3:56,East_Harlem_New_York_City,1.0,25-Apr-1940,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1993,1.0,Best_Actor,http://www.nndb.com/people/880/000022814/,East_Harlem_New_York_City,25-Apr-1940,Scent_of_a_Woman,Al_Pacino,White,Roman_Catholic,Straight,1993,United States,Male
670454505,True,golden,84,,Concord_Ca,1.0,9-Jul-1956,0.9648,White,1.0,BornAgain_Christian,1.0,Straight,1.0,1994,1.0,Best_Actor,http://www.nndb.com/people/687/000022621/,Concord_Ca,9-Jul-1956,Philadelphia,Tom_Hanks,White,BornAgain_Christian,Straight,1994,United States,Male
670454506,False,finalized,3,2/10/15 1:56,Concord_Ca,1.0,9-Jul-1956,1.0,White,1.0,BornAgain_Christian,1.0,Straight,1.0,1995,1.0,Best_Actor,http://www.nndb.com/people/687/000022621/,Concord_Ca,9-Jul-1956,Forrest_Gump,Tom_Hanks,White,BornAgain_Christian,Straight,1995,United States,Male
670454507,False,finalized,3,2/10/15 2:10,Long_Beach_Ca,1.0,7-Jan-1964,1.0,White,1.0,Roman_Catholic,1.0,Straight,1.0,1996,1.0,Best_Actor,http://www.nndb.com/people/751/000022685/,Long_Beach_Ca,7-Jan-1964,Leaving_Las_Vegas,Nicolas_Cage,White,Roman_Catholic,Straight,1996,United States,Male
670454508,False,finalized,3,2/10/15 2:08,Toowoomba_Queensland_Australia,1.0,6-Jul-1951,1.0,White,1.0,Na,1.0,Straight,1.0,1997,1.0,Best_Actor,http://www.nndb.com/people/126/000025051/,Toowoomba_Queensland_Australia,6-Jul-1951,Shine,Geoffrey_Rush,White,Na,Straight,1997,Australia,Male
670454509,False,finalized,3,2/10/15 1:49,New_York_City,1.0,22-Apr-1937,1.0,White,1.0,Atheist,1.0,Straight,1.0,1997,1.0,Best_Actor,http://www.nndb.com/people/722/000022656/,New_York_City,22-Apr-1937,As_Good_as_It_Gets,Jack_Nicholson,White,Atheist,Straight,1997,United States,Male
670454510,False,finalized,3,2/10/15 1:59,Misericordia_Arezzo_Tuscany_Italy,1.0,27-Oct-1952,1.0,White,1.0,Na,1.0,Straight,1.0,1999,1.0,Best_Actor,http://www.nndb.com/people/259/000025184/,Misericordia_Arezzo_Tuscany_Italy,27-Oct-1952,Life_is_Beautiful,Roberto_Benigni,White,Na,Straight,1999,Italy,Male
670454511,False,finalized,3,2/10/15 4:08,South_Orange_Nj,1.0,26-Jul-1959,1.0,White,1.0,Na,1.0,Matter of Dispute,0.6667,2000,1.0,Best_Actor,http://www.nndb.com/people/591/000023522/,South_Orange_Nj,26-Jul-1959,American_Beauty,Kevin_Spacey,White,Na,Matter of Dispute,2000,United States,Male
